fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
5,PI-HELD GRANT - cold outreach to coordinator,JUST-COAST,"Justice-Driven Integrated Transformation for Climate-Resilient Coastal Futures: Co-creating just, systemic, and inclusive solutions for transformative adaptation in vulnerable coastal hotspots",HORIZON-IA,2026-11-01,2030-10-31,"9977080,63",LABORATORIO NACIONAL DE ENGENHARIA CIVIL,PT,Lisboa,http://www.lnec.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998850517/101296129,29,"COMITE DES DONNEES SCIENTIFIQUES ETTECHNOLOGIQUES ASSOCIATION (FR) | NATIONAL CENTER FOR SCIENTIFIC RESEARCH """"DEMOKRITOS"""""""" (EL) | ARTELIA (FR) | IANUS TECHNOLOGIES LTD (CY) | APA-ADMINISTRACAO DO PORTO DE AVEIRO SA (PT) | CAMBIAMO SOCIEDAD COOPERATIVA MADRILENA (ES) | THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE (UK) | CORILA - CONSORZIO PER IL COORDINAMENTO DELLE RICERCHE INERENTI AL SISTEMA LAGUNARE DI VENEZIA (IT) | SYDDANSK UNIVERSITET (DK) | UNIVERSITATEA NATIONALA DE STIINTASI TEHNOLOGIE POLITEHNICA BUCURESTI (RO) | INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE DELTA DUNARII (RO) | SOFIA UNIVERSITY ST KLIMENT OHRIDSKI (BG) | OBSHTINA BURGAS (BG) | UNIVERSIDADE DE AVEIRO (PT) | TECHNOVATIVE SOLUTIONS LTD (UK) | TECHNOVATIVE SOLUTIONS LIMITED (IE) | MERSIN BUYUKSEHIR BELEDIYESI (TR) | SINIRLI SORUMLU KAFADEMI BILIMSEL ARASTIRMA VE GELISTIRME KOOPERATIFI (TR) | PORTOS DOS ACORES SA (PT) | UNITED KINGDOM RESEARCH AND INNOVATION (UK) | EUROPEAN INTEGRATED PROJECT (RO) | GRAND PORT MARITIME DE LA GUADELOUPE (FR) | MAZOTOS COMMUNITY COUNCIL (CY) | DIAXIRISTIS ETHNIKOU SISTIMATOS FISIKOU AERIOU ANONIMI ETERIA. HELLENIC GAS TRANSMISSION SYSTEM OPERATOR (EL) | ADELPHI RESEARCH GEMEINNÜTZIGE GMBH (DE) | MINISTERU GHALL-AGRIKOLTURA, IS-SAJD U D-DRITTIJIET TAL-ANNIMALI (MT) | COMUNE DI VENEZIA (IT) | DANUBE DELTA BIOSPHERE RESERVE AUTHORITY (RO) | INSTITUTIA PREFECTULUI JUDETUL TULCEA (RO)",culturomics,https://cordis.europa.eu/project/id/101296129
5,PI-HELD GRANT - cold outreach to coordinator,UNDERGOV,The Underbelly of Migration Governance: Exploring the Intersection of Transnational Crime and Migration Governance,HORIZON-ERC,2025-12-01,2030-11-30,1999392,SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA,IT,PISA,http://www.santannapisa.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999884731/101170767,0,,trade,https://cordis.europa.eu/project/id/101170767
5,PI-HELD GRANT - cold outreach to coordinator,BYGENEX,Unveiling oceanic bacterivory through gene expression,HORIZON-ERC,2025-12-01,2030-11-30,2498215,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,ES,MADRID,http://www.csic.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991722/101198091,0,,trade,https://cordis.europa.eu/project/id/101198091
5,PI-HELD GRANT - cold outreach to coordinator,ENCODED,Encoded Knowledge: Epistemology of  Computer Technology in Modern Economics,HORIZON-ERC,2025-12-01,2030-11-30,1999968,KOBENHAVNS UNIVERSITET,DK,KOBENHAVN,http://www.ku.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991043/101170559,0,,culturomics,https://cordis.europa.eu/project/id/101170559
5,PI-HELD GRANT - cold outreach to coordinator,SuTra,Surveillance of Translation: From Molecular Mechanisms to Roles in Disease,HORIZON-ERC,2026-01-01,2030-12-31,2499925,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,DE,Heidelberg,http://www.uni-heidelberg.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999987648/101201575,0,,trade,https://cordis.europa.eu/project/id/101201575
5,PI-HELD GRANT - cold outreach to coordinator,COLLABOR,Collusion and Imperfect Competition in Labor Markets: A Unified Approach,HORIZON-ERC,2026-01-01,2030-12-31,1383447,THE UNIVERSITY OF EDINBURGH,UK,Edinburgh,http://www.ed.ac.uk/home,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974941/101220912,0,,trade,https://cordis.europa.eu/project/id/101220912
5,DOCTORAL NETWORK - structured PhD recruitment,SOLSTIS,Highly Efficient and Stable Organic Photovoltaic Indoor Sensors,HORIZON-TMA-MSCA-DN,2027-01-01,2030-12-31,"4880710,08",CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,Paris,http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101312390,20,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD (UK) | POLAR ELECTRO OY (FI) | CARDLAB INNOVATION APS (DK) | DRACULA TECHNOLOGIES (FR) | SYDDANSK UNIVERSITET (DK) | INNOCELL APS (DK) | THE UNIVERSITY OF EDINBURGH (UK) | UNIVERSITE D'AIX MARSEILLE (FR) | ASTON UNIVERSITY (UK) | UNIVERSITE CATHOLIQUE DE LOUVAIN (BE) | OULUN YLIOPISTO (FI) | ELECTRONIQUE ORGANIQUE BRILLIANT MATTERS INC (CA) | E-PEAS (BE) | KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY (SA) | UNIVERSITE DE LIMOGES (FR) | Nano-C, Inc. (US) | Universidade de São Paulo - Escola de Artes, Ciências e Humanidades (BR) | TEKNOLOGIAN TUTKIMUSKESKUS VTT OY (FI) | NATIONAL  RESEARCH COUNCIL CANADA (CA) | UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (FR)",culturomics,https://cordis.europa.eu/project/id/101312390
5,PI-HELD GRANT - cold outreach to coordinator,RestMod,Guiding restoration by improving ecosystem models​,HORIZON-RIA,2026-09-01,2031-02-28,"5999999,05",LUONNONVARAKESKUS,FI,Helsinki,http://www.luke.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934887262/101283436,11,EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK (BE) | USTAV VYZKUMU GLOBALNI ZMENY AV CR VVI (CZ) | JYVASKYLAN YLIOPISTO (FI) | SVERIGES LANTBRUKSUNIVERSITET (SE) | LUNDS UNIVERSITET (SE) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | E-SCIENCE EUROPEAN INFRASTRUCTURE FOR BIODIVERSITY AND ECOSYSTEM RESEARCH (ES) | UNIVERSIDAD POLITECNICA DE MADRID (ES) | TECHNISCHE UNIVERSITAET MUENCHEN (DE) | UNIVERSIDADE DE EVORA (PT) | AARHUS UNIVERSITET (DK),"biodiv,spatial",https://cordis.europa.eu/project/id/101283436
5,PI-HELD GRANT - cold outreach to coordinator,PARENTALHOPE,Parenting in Times of Global Uncertainty: Understanding and Cultivating Parental Hope,HORIZON-ERC,2026-09-01,2031-08-31,2000000,UNIVERSITEIT VAN AMSTERDAM,NL,Amsterdam,https://worldsoflithium.eu/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999985708/101230415,0,,culturomics,https://cordis.europa.eu/project/id/101230415
5,PI-HELD GRANT - cold outreach to coordinator,DAMAGED,DamAged memories: organelle heterogeneity en route to T cell diversity,HORIZON-ERC,2026-09-01,2031-08-31,1499672,UNIVERSITAT BASEL,CH,Basel,http://www.unibas.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907914/101222043,0,,trade,https://cordis.europa.eu/project/id/101222043
5,PI-HELD GRANT - cold outreach to coordinator,DeepCattle,"The Deep History of Commercial Cattle Farming in Europe, c.1240-1840 AD",HORIZON-ERC,2026-09-01,2031-08-31,1999982,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",IE,Cork,http://www.ucc.ie,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975717/101230518,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101230518
5,PI-HELD GRANT - cold outreach to coordinator,ADAPTA,Tropical forest adaptation to a changing biosphere,HORIZON-ERC,2026-09-01,2031-08-31,2998750,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,UK,London,http://www.imperial.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999993468/101231095,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101231095
5,PI-HELD GRANT - cold outreach to coordinator,EWINCOL,The Evolution of Wing Coloration in Lepidoptera,HORIZON-ERC,2026-10-01,2031-09-30,1491415,LEIBNIZ-INSTITUT ZUR ANALYSE DES BIODIVERSITATSWANDELS,DE,BONN,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/984222238/101222637,1,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN (DE),culturomics,https://cordis.europa.eu/project/id/101222637
5,PI-HELD GRANT - cold outreach to coordinator,TARGET-AIR-LAB,Targeting airway lymphocytes in asthma and biologics treatment,HORIZON-ERC,2027-01-01,2031-12-31,1999008,KAROLINSKA INSTITUTET,SE,STOCKHOLM,http://www.ki.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978530/101229635,0,,trade,https://cordis.europa.eu/project/id/101229635
5,PI-HELD GRANT - cold outreach to coordinator,ER-CONNECT,ER-across the line:  the function of the ER  in plant intercellular communication,HORIZON-ERC,2027-01-01,2031-12-31,3405000,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,Paris,http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101263758,0,,trade,https://cordis.europa.eu/project/id/101263758
